area_sqft,bedrooms,bathrooms,floors,age_years,garage_spaces,distance_city_km,school_rating,crime_index,nearby_metro,price
4921.929165980858,5,3,3,58.421169400770445,2,21.83249595540435,10,48.39450138115592,Yes,1066771.4052775889
3351.257532467365,1,3,2,5.0129050921695395,1,20.036482903999005,5,7.502838206487339,Yes,718862.4260999358
3192.0366132880968,5,1,3,23.35221908801276,2,22.988496010610643,10,47.95581291207043,Yes,660909.9385498891
4252.042811346842,5,2,3,20.601815024071346,0,38.6601332330357,6,44.38961887490386,Yes,818885.8076539887
624.8434476090192,5,1,3,39.19596772950826,2,36.57876990541526,7,59.905275474237165,Yes,150034.56992510607
4424.186028019973,2,3,3,51.44695763974342,1,33.27457233159684,10,53.51846977593567,Yes,796584.9027177412
4734.1121611412445,3,2,1,17.117374322387413,3,28.74592175548885,10,9.056477103153371,Yes,948296.1717507754
3331.013446749801,3,3,1,22.499601222219347,2,1.1816497397565184,3,19.39578209005094,No,739460.946500797
2782.480339786118,3,3,2,88.34139434502643,3,18.218410602461148,2,41.279308060715,No,504898.7199713396
3084.3667000238997,3,1,2,67.08506999298868,0,39.756044474965385,9,48.590419071546656,No,521420.45740508864
4554.872608660966,3,3,3,80.53471031165303,3,2.7065698305219543,9,12.408215095552766,No,993094.7589069132
4599.800889274057,1,3,1,74.84847621471724,1,36.11871710667271,6,8.930235330051806,No,856302.5103753484
3329.613106280714,3,3,2,9.88204499422597,3,38.097208041228896,7,64.8300768016237,No,762195.4654346826
4338.533611824476,4,1,3,35.548406805607335,2,12.499469718038931,9,2.6523504810535337,Yes,829415.8482500146
4630.2732462929025,2,3,1,26.852329569283384,1,4.221468780604576,1,99.9699674966599,Yes,964483.1342345374
4256.649972326498,4,3,2,71.72964065297471,0,48.5181551345542,5,92.93869047987296,Yes,892129.3818557292
4103.875982948515,5,1,2,87.86122416006829,3,25.713270150903895,1,30.792695076309506,Yes,742159.1462420211
3388.8472820835595,5,1,1,54.72236204096676,0,47.115310451682205,4,32.83388963331848,Yes,626956.3778989979
3045.3323082513098,3,3,1,55.16709338101877,1,15.288702507648654,2,62.40254622636928,Yes,535200.048324486
4247.696421125407,1,2,1,46.82894871018591,2,17.100296649074952,10,39.31778946734216,Yes,900038.1362010485
4298.098032127814,3,1,3,42.90965212474944,1,41.74263965907501,2,56.46267779845084,Yes,824024.870982165
603.3843773858716,4,3,1,18.625926323563558,3,0.5583690408474395,9,9.03052374517067,Yes,184971.58486171215
3714.122591914187,5,3,2,53.68209597990734,3,8.825993135186284,8,30.4785454135858,Yes,778917.2430506556
1424.172866849136,1,2,1,23.729818536119918,1,29.2271870773658,5,44.282980563509255,No,276990.2112475999
2403.7236961587682,4,2,1,45.843298652487974,2,40.623640711807894,8,73.26594435027242,No,513919.16820116504
3958.1960274292433,1,2,3,81.08378225476041,2,32.38205629327312,6,1.8429893236639683,Yes,818043.3479379526
1620.0068267191878,1,1,1,96.16666008960496,3,8.974598244001985,4,32.87464116178447,No,251067.60794466632
1948.1204252661853,4,2,1,38.4568787789789,3,20.091320588170188,10,97.46124347644941,Yes,418763.9832346502
4175.956136806542,1,3,1,66.19510011054122,0,6.607032338147267,9,43.67380256673823,Yes,791303.718684247
2936.2623383634473,5,2,1,12.214936477530758,1,6.248935540606521,6,84.09612048134007,No,588134.8684597632
4381.765908407935,4,1,2,88.4510762220308,3,48.21415487511956,1,83.60708051935273,No,850251.5061191252
4808.59401733299,4,3,1,74.95876080387897,1,28.740836918713804,5,98.9519370189869,Yes,872391.2970047587
3344.6875920402986,5,2,3,28.60345040122285,0,8.816758204765613,9,59.39853173579191,Yes,688513.5237944799
4373.158617878138,1,2,2,73.30173528720077,1,36.19373208667219,8,98.81025233625184,Yes,773292.6017919162
1510.1684044797876,5,2,2,55.11406558260907,1,47.23975075503088,7,7.37320535436834,Yes,331134.955878154
1571.3091142025555,3,1,3,90.59736509136876,1,20.54274834676324,10,73.77344730768372,No,264046.9404302469
675.3566813993984,4,1,2,34.05848905455805,2,5.419074706485155,7,35.148960592743975,Yes,164770.22804941272
2186.6418608283047,3,1,1,91.5945381682149,2,42.54271468523162,8,67.14184472449837,No,374128.7068538837
1082.6229947519487,5,1,3,96.41987223506808,3,7.94740050823105,2,22.777084516244372,Yes,173590.61253148608
4892.8603356397225,5,2,3,15.349272589134289,1,7.421494598275002,1,81.9314280718689,No,1039916.8601121749
3159.8736040070257,5,3,2,9.132262785050592,1,6.181953840330162,1,65.09651551900018,Yes,662320.9233450118
898.6605741529349,4,3,3,28.105279941893315,3,4.932576730749499,9,22.797645611372463,Yes,249685.1715165341
3720.673094109661,2,1,1,41.41766314117683,0,13.605735105265559,6,31.827962962450595,No,694957.1599866886
2677.024309473671,2,2,1,34.727399494710994,3,48.36916839486599,10,83.18304433141248,Yes,547973.2817859901
4418.893188288526,4,1,2,58.670010538685915,0,48.46540400471842,10,85.59306689569746,No,775843.6408157708
3282.970985813521,1,1,1,57.49064177118408,0,11.633792335548348,6,39.14294686117721,Yes,674551.5589860046
1141.1891707130123,2,1,1,36.161044605140425,2,3.4830045822368314,7,75.58538008092569,No,232603.39677739353
3237.624204378981,2,1,2,51.70604498846561,1,45.40016337552077,7,75.72340565769913,Yes,557902.0596986021
3558.0569939522984,4,3,1,62.655760547518,0,46.31608304663221,3,34.537302956184234,No,629445.6141611128
731.8693126278281,5,1,1,63.80259265478402,0,14.90905898261995,5,12.594328860490444,Yes,137193.88147445567
2439.4627491266583,2,3,1,57.794943119942765,0,37.88732870724185,6,57.95952433753966,No,418908.2504992837
3055.3315948416534,5,3,1,59.889600290193954,0,31.302603218438918,8,35.038779539426955,No,645066.8574841374
4681.775692414166,3,3,2,47.258526309475926,0,19.095354924281743,3,43.311280061582124,Yes,932907.6343072574
1860.616948858897,1,2,1,76.1291386697151,3,18.072814603846354,4,65.64984417267402,No,330698.8563843277
4514.5245756864415,5,2,2,48.12199011643563,0,29.694853170022125,1,96.57593882723387,Yes,939713.5013178262
2522.564071528112,4,1,3,80.1718361420563,0,31.8823095489753,3,47.917904433461175,Yes,458018.11481831654
1062.0292687357203,5,2,1,55.4863764852071,0,11.481322174461834,7,16.028377673687523,No,205207.03179172674
2212.823696707379,2,1,1,21.43479641121797,0,0.7098511592192713,4,20.09426564497092,No,475012.8084645281
4455.003395607888,2,1,3,6.463526987507207,3,29.314664014630775,6,35.02317391318501,No,891765.2527304942
3620.027189896142,5,2,1,16.97288825924318,0,48.727042500032105,6,74.7773175678389,Yes,756846.3696855565
2211.2339736206422,4,2,1,95.51345269216469,3,42.6817117293974,5,26.902797610799855,Yes,425170.22955539834
853.1283326104249,4,3,3,66.88373171335196,1,10.83047050924058,2,35.12051780080559,Yes,167795.95735596475
1753.5510489003213,1,1,2,14.643628757906146,2,23.85363724682575,2,49.05639874617553,No,326221.0990186341
1986.9414926090235,2,3,2,66.69549033513101,0,9.003878566034917,4,61.35453982095829,Yes,343612.38707967213
4148.840623742386,1,1,2,56.51335381598589,0,48.62918275888783,8,3.981459473870874,Yes,774947.6829385861
2553.855457197476,4,1,3,18.04218621963669,1,18.933288192800525,6,10.62790365643992,No,499959.9318935406
1122.3692150694678,4,3,3,14.271579403204182,1,49.055508845202816,2,42.17256566523494,No,265287.1790036642
2734.2682360537756,4,2,2,36.24651511794127,3,7.637453151527707,7,77.01273549275174,Yes,607828.3796315076
4522.563349232321,1,2,3,80.73830045804907,0,12.894707363436131,8,54.92942110926654,Yes,884417.3836331165
2014.6238381694322,5,2,1,1.8065786066523537,0,31.437629992438293,6,10.087414248228722,Yes,430913.07392111846
1226.1148491853273,2,3,3,66.16304116050674,2,48.907266268394366,8,39.578163866527916,No,200746.7227072738
2969.0688571253404,1,3,2,64.80396326283092,1,33.20890601705996,7,5.115211117118057,Yes,568458.8897205185
2665.8920015790172,3,3,2,42.71417233633055,2,49.568806826516706,3,56.6060396116082,No,531260.4241300467
4820.5791498236695,1,1,3,17.031369506285643,1,12.529234053533134,8,13.287352664549523,Yes,908790.2819195827
4858.0183734515595,4,2,2,67.39503737418556,0,43.623985432998886,6,16.296884981977776,Yes,900483.921220181
3041.5141281230617,3,1,3,39.46248735563337,0,43.0450462911696,7,12.978824192598172,Yes,653598.596264618
4330.9460580371815,1,1,2,96.70987772075411,1,42.822495541310104,7,41.407229710495045,Yes,845384.3116087872
4175.853675662453,1,3,1,10.28277069756629,2,4.729849878704467,10,6.32467731262526,No,920978.739449872
3565.414119102554,4,2,1,45.01161157837278,1,49.24640660512159,7,13.060904259908956,No,782314.2863378609
2166.891079761651,5,1,1,20.090580360102116,0,28.688101348862922,7,81.16615772349756,No,445385.13698304235
1707.807135524044,1,1,1,98.30689675772919,1,6.324639583779435,5,21.366914561371033,Yes,275335.00047338154
4897.143722719399,2,1,1,92.70520891014979,0,15.156544038502917,3,74.39636543713316,Yes,903618.2302906367
1959.7550068844928,3,3,3,42.31205881276253,3,5.197639800252735,5,77.28333559492401,No,395837.9502025183
1646.2953502212986,2,2,3,93.30044350641943,1,39.2632303937348,9,66.57731198600905,Yes,284036.55385337875
2264.660962657922,2,2,1,19.345189724083667,1,35.276896518672196,10,39.76167794249583,No,468279.1282263704
626.0642055860724,2,1,3,68.22564311255911,0,9.178436936458095,10,69.15213475501417,Yes,86031.62358977727
2373.3976479852327,4,2,2,34.8916493172587,0,9.568532740461471,2,46.030671859984196,No,504739.80740886275
683.8730228193159,1,3,3,8.21005046557578,1,42.708878789872124,3,43.68563322587161,Yes,147553.8420154155
1697.771709936431,4,3,1,15.736225582241836,1,44.42015847367455,1,94.75720310393375,Yes,325555.45036691154
3668.346987844129,2,2,2,67.14872026855859,1,12.639198637876609,1,66.7840227212285,Yes,630949.2876886938
4693.4243076022,2,1,1,32.14513569704128,0,46.463724079641366,7,78.35610750870528,Yes,845096.7802426735
4132.031400376474,5,3,1,54.106203465248406,3,37.189536318240144,2,15.6367688590071,Yes,778343.5168070688
1816.1709040072994,4,2,2,44.74377679454739,2,41.644214093282415,1,17.899663332558035,No,349986.7734957622
4318.310488786123,5,1,2,50.74775335690883,0,7.96617024341173,1,17.314133864938686,No,923891.2695803877
2628.808602547218,5,2,3,62.06242860395497,2,30.81980161815907,5,23.05799641091435,No,559001.8934117836
4032.149868191263,3,2,3,32.15466505001059,3,12.850543034865709,8,65.66336578609632,Yes,881950.6154114279
3792.343089475273,3,3,2,2.4653366027729495,1,6.0499233926272655,2,91.26374967993547,Yes,850623.1459377512
3650.300803568204,5,1,3,36.052485311499595,1,11.17711754845056,9,83.06841860539116,Yes,719871.4668315062
1122.385024618241,5,3,2,31.68434066341562,1,4.528416614471398,2,97.08994491235819,Yes,234280.39452474483
4715.625610388584,1,1,1,28.423887476148636,3,45.76672714532511,1,64.62954124228538,No,987280.8972025936
607.3139188707979,1,3,3,41.3781136587202,3,46.42272035115046,4,75.5034135213309,Yes,82543.80939483066
616.9506488417701,3,1,1,78.51342800262323,3,20.476570940744278,9,0.5414503188016284,No,92945.91060608116
693.235519469863,2,1,2,69.86856279175448,1,29.918886628031828,8,35.85284549888668,No,96707.4601894974
2435.4995913963294,1,3,2,84.54973486726972,2,31.604809163241537,8,86.13541061121272,No,414981.07643645426
672.5630390280755,5,3,1,33.25999651647918,2,16.92649544795251,5,85.83925039646739,Yes,146980.86392654668
3479.6063686954117,3,2,3,35.742893772739734,1,45.48139074444292,8,2.66295868923645,No,679055.6119363441
2208.4612288577255,1,2,1,50.5242357289428,3,17.246028700007127,6,57.143580466201385,No,387809.47273235675
1422.4562726296886,3,2,1,73.11503697884228,2,18.22090400314021,8,90.77503014007053,Yes,239316.63157703512
1361.7848419842578,2,2,2,96.55268554571887,0,39.51979778073394,8,17.23703315228854,Yes,209572.67869580683
3990.277563760775,3,3,2,71.90027200871613,2,12.979437085161422,2,38.63105473465368,No,810108.1842111945
4581.706047621338,4,1,3,17.979946630639464,1,4.658504870530001,9,25.40736493029627,No,903859.5094564108
1774.8409594116606,1,2,2,71.9945419869107,0,40.65706624508653,4,49.32575974240958,Yes,301404.08475606877
2769.476033423395,4,1,1,86.18864761306,2,11.363862471074853,3,59.53232007264428,No,488722.86397671705
1215.8584747009286,4,3,1,16.692642019338233,0,22.310036063892348,8,87.59388138572145,Yes,244914.11318941953
2610.7956873112794,5,1,1,0.23839489346524356,2,36.70812683694527,10,1.6720490416272438,Yes,647889.0528452634
4016.162322479093,3,3,1,43.508239475593825,0,26.982478918411562,9,11.274039362651934,No,882002.7905351195
4153.438955235991,1,1,3,91.96617063605683,1,35.17001715614285,2,29.475267905293702,No,675995.2840193469
1603.6970443365649,2,1,1,77.51886328512789,0,4.946763344260302,10,67.97005540121344,Yes,249977.64463488868
1240.1192141010893,2,1,2,63.725336846303584,0,7.647916354361145,4,11.551600829282126,Yes,208255.4447627145
4812.377950383323,4,2,3,56.155503963027165,3,3.1165970211859406,8,50.8223585603097,Yes,947062.9938131288
2242.6048187610145,5,2,1,71.21688477074514,2,29.834689677243205,6,96.74846727893363,Yes,399983.15728215955
2517.4050562812986,1,2,3,3.453865376041554,0,22.339725406912354,5,52.213958942318996,Yes,540314.6845929216
2441.9016719066326,2,2,3,13.139034010810246,1,17.481261203475096,2,87.39716693451523,No,445310.33265243337
2696.2790233246897,1,1,2,90.14814661522466,0,18.280675972545335,5,47.127518437266446,No,464522.5916791391
3329.6871777241645,2,3,1,83.49749286998593,1,27.76837809670485,7,77.63537673596377,No,560851.0144485501
846.4169227241362,2,2,3,34.58879690281699,1,4.82490395030975,10,88.95286835832023,Yes,173204.75313466077
3598.697687025529,3,3,1,29.676020339584873,3,13.207903864902004,9,42.26924302766143,Yes,808221.6136338958
1112.6907447235924,1,3,1,45.749748219348305,1,4.381357513517337,2,43.153059897274716,No,203086.5675249311
4937.9502979464205,3,3,3,38.055155767229195,0,16.101641573429493,5,48.96242367835082,No,964237.8689395951
1741.3814480197677,1,2,1,47.55756419133475,1,8.422390824486975,3,79.32059665278305,Yes,308447.3939463071
2092.5927291224843,4,2,3,91.84558385559825,2,23.59500972513687,10,76.8536280315104,Yes,372162.08490283665
3058.5963723839886,2,3,1,64.59839797218585,1,31.619914027588656,9,66.27360172781977,No,525403.5066525546
3690.881463889822,1,2,3,77.83454340391103,0,23.842023022031032,3,11.641783187327581,Yes,632817.889286638
4506.343305712938,1,2,2,84.83162502649174,0,11.791003776680409,3,24.230741978366744,No,770223.141711798
636.8582658846744,1,1,3,96.73874918752539,1,29.57777575388711,7,28.75341866968155,Yes,57598.15686231138
3833.3524335282073,5,1,2,57.576669889282975,3,36.511181406339055,3,72.18844245616486,No,812773.931064187
977.1852260961979,2,1,1,85.08290397955605,1,32.40937691218006,6,34.30946415043399,Yes,126268.43419477393
1493.5498472651534,5,3,1,78.86732697596443,1,4.17456353414683,7,6.0285116461867405,No,291857.6825757472
3740.296467033129,5,1,2,93.60150116371577,0,36.81836643635789,4,4.189183124969132,No,682010.3540048843
1262.2723388009304,1,1,3,69.97681864664284,2,44.09647630286725,2,11.83929815773478,No,185645.58574229496
4504.615663991577,2,2,2,93.28179028796096,0,1.1619871893630063,5,46.50768923953882,Yes,802372.2703093492
2384.053694102183,2,1,1,92.94712966677807,1,31.09495139469721,7,70.42500089409342,No,405987.1179701998
1244.6215616023464,1,2,3,16.82035008039311,0,10.46146107193256,7,77.74750295777491,Yes,257781.6588177877
644.3656508022082,4,1,3,69.2251923358666,2,29.846899867051253,6,86.16984047822173,Yes,86645.39694418838
3177.1583330100298,5,3,3,19.02655312842514,0,24.316557606804057,6,58.049643010944074,Yes,709351.8579500004
4807.3753850773755,3,1,1,59.66847839899221,0,5.303695113067125,2,51.99640730409597,No,840737.7298774803
2717.856215562921,3,2,3,0.7719165945461848,2,22.399651808002712,9,3.2494212953314117,Yes,610506.2687776011
720.960210375855,4,3,2,57.72381785058739,0,5.4821943776334034,1,40.330543354036664,No,136465.79351389175
2156.1837388967824,5,3,3,7.896066025182158,0,30.365067623015605,8,57.44799888146831,Yes,455696.99565181084
1862.7414140264186,1,2,1,76.03266790865668,3,43.991724227788595,3,44.8044910253394,Yes,294634.8115430447
737.2123049387916,5,3,2,49.692260887386276,1,27.480376113958567,10,4.484383509899137,No,188409.14881351189
611.8318279609339,4,3,1,13.635766370332526,3,29.37157244096405,1,14.46821023252982,No,160256.11508782732
3746.4123392569572,1,3,2,48.38343242421128,1,15.631017828236354,2,32.479804969512635,No,789337.5685412555
1254.4682213932233,4,2,3,77.61731966419731,1,42.399130090977216,10,8.582822667349665,Yes,243170.33173327774
2940.3353239773696,4,2,2,40.44309992042658,0,37.05264806258476,6,8.640552028554382,Yes,613181.7840482462
1905.5719280437318,5,3,3,64.96796137416982,3,21.933008761821277,4,2.8045170743985492,No,382413.1455652488
1949.7755885080876,1,3,1,23.159912994449293,3,24.26555628800322,1,57.01251082761421,No,400917.9781907318
608.9873101323045,3,1,1,88.86725916520962,0,1.1640877414879236,2,43.554330693163735,Yes,70030.47316453331
590.9042708404902,2,3,1,60.39784502879102,3,33.25289191624704,7,62.51273236950975,Yes,83168.20979533909
792.23734007847,5,2,1,43.51962329607273,2,38.55529460017523,9,1.8985135589070001,Yes,204508.02450499914
2953.032611094812,1,2,2,86.78220887292679,1,9.688947997393093,4,65.26605723789405,Yes,497840.64446646796
1400.0149422217532,4,2,1,38.50018318839117,0,7.478880569433121,7,37.65708948038675,No,271068.2201486449
1670.227975157385,2,2,3,43.33078025195582,2,39.04604676183695,3,10.186604591819448,No,325694.0526012685
1748.036589692272,4,2,1,10.094933942750473,0,8.452363606380885,9,54.506283307592355,No,373157.16402252176
3370.1641877402076,1,1,2,31.934691521285828,3,37.37545564021733,2,49.213286025723505,Yes,704098.3371749546
565.2007580271386,3,1,2,26.359489974341933,2,40.62994915334413,8,79.99932882152899,Yes,114383.21168081314
3115.0110508068146,4,3,1,64.67700442717288,1,41.1002990279647,9,11.77985115423944,No,670988.7717891346
3870.675356412033,2,2,2,25.62651594868999,2,5.748466494635373,2,43.12433539500301,No,740927.8776817627
586.6381255514048,2,1,3,53.42181618582866,1,26.52349967804266,4,81.39810392534748,No,68504.67157174
4130.211230347009,4,1,3,30.415216993119188,0,37.40946896391616,10,20.4179186224823,No,895608.9295360213
4199.564591248865,3,1,2,91.26488319857884,0,23.847426863806277,1,11.161374403768566,No,747366.8898729827
1921.0973441027973,4,1,2,1.2760800135757866,1,42.53804272109175,3,71.93946790403042,Yes,428706.7091591739
1124.5171182982895,5,3,2,50.4413685628083,0,32.338236845869176,6,29.60218445407635,Yes,231564.67923425438
3986.9221305579867,3,2,1,32.645008959224974,0,23.539107361503696,6,21.28720355275362,Yes,884879.2902443865
3688.216997127916,2,2,3,3.7805829208460096,0,49.87420247556228,1,80.64246521210747,No,663590.03997668
2204.25714665352,3,1,2,52.75922382902976,3,38.70506840359225,3,82.65907848976826,Yes,442429.5373123683
3178.9182848784844,2,1,3,2.0374297747818737,2,46.74604373718055,3,29.981715691580703,No,669853.251453463
2245.578263779944,3,1,2,49.17903237026317,0,5.397095209043911,9,44.72149405184268,No,415379.10966870165
788.3914843030068,2,2,2,7.512459464978449,1,12.824737439582274,10,79.00976321608438,No,187856.89046227187
4200.724007190533,5,2,1,19.58894057965843,0,10.3809859491109,7,20.589310004360595,No,837811.1008797727
4560.988374770603,2,1,2,38.094008926727874,3,16.18215780422045,5,84.33712760878436,Yes,841537.2336377886
3250.3348302667696,5,2,1,94.24095040391185,3,44.87853754216818,4,83.04247958632325,No,567031.578695851
3631.1625837779407,5,3,2,65.41285445182845,1,13.26207304546712,2,32.958659180634584,No,735305.4172725667
3674.585388699197,3,2,1,23.28851621675018,1,31.750526692192544,4,6.846046509028758,No,709690.7755692921
3348.825848069878,2,2,2,92.28447760603784,0,15.091146237480507,10,22.925927419620407,No,611734.0990458991
2169.371713385523,3,1,3,46.64211740658371,3,1.4452773756846726,5,22.529601595065806,No,429916.4947707178
3971.342441149241,1,1,1,16.360518959077897,1,8.04754889140305,6,46.48339751978139,No,773560.6361581807
1911.3621302406664,2,2,1,15.463667639092815,1,19.088030896280454,9,99.62718540946481,Yes,411205.05039866193
1142.8726773247245,5,1,2,91.57332149084935,3,16.63711666465532,10,3.390614863676722,Yes,232913.16385592302
3295.437837696338,4,1,2,60.54371501725745,0,47.832852430121214,5,53.3248344019446,No,628928.6469222355
2664.1030447059716,1,1,2,81.9887735502584,3,40.11039370616331,9,44.68779602519115,Yes,490808.1631102605
1794.457020799895,1,3,2,45.95217187252304,2,46.51010782328565,6,97.08994185077214,No,329162.9502103754
3474.334888336914,4,2,1,36.257690703993916,3,49.997796781003,9,27.470630943157403,Yes,756882.1829010212
3724.6453953745,1,2,2,85.6493899679918,2,16.658960321912385,6,96.80813748155266,Yes,704788.6430708396
1803.6744217816897,1,2,2,85.18340561487351,2,37.248271909215084,1,22.668138330299737,No,274861.8516655419
1970.299434058439,4,3,2,59.86320484692098,1,32.23828885280031,10,77.17803297787532,Yes,388270.77050529746
1910.613601752105,4,1,1,30.911411515063936,1,38.866349174780126,3,98.76594613439916,Yes,400015.8177238677
1884.087939078376,3,1,3,55.73460975406177,1,13.610691793526557,3,9.777492451695014,Yes,389145.47419688624
2609.7882622395696,4,1,1,96.54742270890736,3,34.83580031004821,5,15.950174450699727,Yes,446534.0740393474
1732.9815276716677,2,1,1,88.99272731972346,0,4.005975038150266,3,58.05303942531884,Yes,273917.55472523853
1575.7234032425163,2,1,1,13.657333942170869,1,28.9328686359073,10,69.49594325493406,Yes,331794.6651292853
4716.921237123609,5,2,2,85.57434773497218,1,2.9460755413374065,7,57.11110761595947,Yes,895028.7569083439
3971.8584295576943,3,2,3,27.85586162920326,1,46.73411260268687,4,51.17221375026323,No,760197.6167698682
2436.354981859435,3,1,1,15.124885605104677,1,6.2071759665628,9,23.463831250454813,Yes,528710.1904900242
3753.215953399262,4,2,1,50.21238828247898,3,47.62113989886912,8,25.024579928690784,Yes,729681.4319128123
2383.5708784039066,3,1,1,36.00688511911917,1,4.629828472743752,6,69.07499743461952,No,498477.3542859977
4380.75745473664,1,2,2,67.80324245520201,1,24.65238692737624,2,35.148826625968574,No,810604.6845844098
4380.497887963073,5,3,2,88.06015585760338,2,0.9732785213793949,8,50.655009325366116,No,908310.2648258596
3379.2101475315253,4,2,2,3.256378179557795,1,3.3598580380261533,2,7.523249245457919,No,752343.9884958391
3659.57786931505,2,1,1,24.01518897470236,3,4.898574464346855,3,38.302625471826616,Yes,769197.8193493542
661.6185121133648,5,1,1,88.3503011159375,0,22.268101729429656,6,88.42783056921387,Yes,81043.92114991693
4282.628198223027,3,3,3,14.497174733974527,2,26.864920529955032,10,15.253656660186032,Yes,846429.5535674975
1585.4191199869285,5,1,1,27.74599576280069,2,3.111982348861692,1,49.38817240626755,Yes,330534.6217799029
924.7767100351805,3,1,1,39.1447363735334,3,49.595755382721144,2,40.948085823134974,No,159558.74405166978
3898.796098611319,3,2,3,68.98455675923176,2,30.70442511952657,5,91.50114675280592,Yes,765445.7401599305
4478.42241828859,4,2,3,54.83712003356678,1,20.424792127631203,7,12.487925048503644,Yes,875110.2887976788
4454.104580919133,3,3,2,62.63571666947999,0,47.44754448626816,6,47.329383799118276,No,823564.0078525613
4346.468585824083,3,3,3,4.120462632400345,3,33.44191629059865,4,26.01083119138421,Yes,851261.6976981086
1154.13448388588,3,3,2,14.87249402408548,3,32.164083453897,1,66.61960743728567,No,261517.6494265815
4877.7395426849425,5,1,2,12.177410150284395,0,35.22641473933998,1,13.483059475547432,No,1098497.4978289735
4282.064550410235,2,3,2,18.167648895295663,2,35.66733981045349,6,46.562055546176694,No,895609.1639637045
